endpoint,numeroItem,codigo_pdm,descricao,unidade_medida,rotulo,codigo_br,medicamento,observacao
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/3565/itens,5,15087,Rilmenidina,Comprimido,"PDM: 15087 - Rilmenidina, Dosagem:1 Mg",275944.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/23515703000158/compras/2023/8/itens,5,5400,"Amalgama Cápsula 1 porção presa regular com 50 cápsulas, isento de zinco, sem gama 2Amalgama Cápsula 1 porção presa regular com 50 cápsulas, isento de zinco, sem gama 2",FRS,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/03184041000173/compras/2023/8/itens,1201299,8256,PIRFENIDONA 267MG (COMPRIMIDO),UN,"PDM: 8256 - Pirfenidona, Concentração:267 MG",434252.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/19296278000186/compras/2024/14/itens,3,351,"Aminofilina . Especificação: 24mg, ampolas de 10ml.",UND,"PDM: 351 - Aminofilina, Dosagem:24 MG/ML, Forma Farmacêutica:Solução Injetável",292402.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45731650000145/compras/2024/40/itens,5,30081,"SUPLEMENTO ALIMENTAR DE COLAGENO UC TIPO II 40 MG E ACIDO HIALURONICO 157,7 MG CONDRESS AH",CX,,,Em dúvida,o PDM indica apenas o ácido
https://pncp.gov.br/api/pncp/v1/orgaos/65042855000120/compras/2024/15/itens,3,354,ACIDO FÓLICO 5MG COMPRIMIDOS,CP,"PDM: 354 - Ácido Fólico, Dosagem:5 MG",267503.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/75828418000190/compras/2023/47/itens,3,2259,"Álcool etílico hidratado - para uso geral - 70º INPM, com registro do responsável químico, registro no In Metro, com data de envasamento, nº de lote e validade (mínima de 06 meses contando a partir da data de entrega) na embalagem, com tampa de rosca para facilitar o manuseio, com sac da empresa. Frasco plástico de 1000 ml.",Frasco,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Líquido",269941.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/13016717000173/compras/2024/9/itens,7,5275,Clorpromazina 40MG/ML - 20ML Frasco,Frasco,"PDM: 5275 - Clorpromazina, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral - Gotas",340207.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/47018676000176/compras/2024/86/itens,2,2436,Amoxicilina 500mg + clavulanato de potássio 125mg - Comprimido,Comprimido,"PDM: 2436 - Amoxicilina, Princípio Ativo:Associada Com Clavulanato De Potássio, Concentração:500mg + 125mg",271217.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/17894056000130/compras/2024/6/itens,1,11759,Risperidona 1 mg/ml- frasco,FRASCO,"PDM: 11759 - Risperidona, Dosagem:1 MG",272839.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/03507415000810/compras/2022/13/itens,7498,2259,"ÁLCOOL ETÍLICO GELATINOSO, NEUTRO. GRADAÇÃO DE 70ºINPM, INODORO, COM EFEITO BACTERICIDA, ANTISSÉPTICO, PARA HIGIENE DAS MÃOS E PELE. EMBALAGEM DEVE CONTER NOME DO FABRICANTE, RESPONSÁVEL TÉCNICO PELO PRODUTO, REGISTRO NA AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA – ANVISA, DATA DE FABRICAÇÃO E DE VENCIMENTO. DISPONIBILIZADO EM RECIPIENTES DE 5L (CINCO LITROS). UNIDADE.",UNIDADE,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Gel",269943.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/1642/itens,1,5097,CLORANFENICOL 250MG + TETRACICLINA 250MG CÁPSULAS - FÓRMULA,CPS,,,Em dúvida,não há associado a segunda droga
https://pncp.gov.br/api/pncp/v1/orgaos/01397083000167/compras/2024/45/itens,7,5130,Ambroxol xarope,FR,,,Em dúvida,"PDM: 5130 - Ambroxol, Composição:Sal Cloridrato, Concentração:3 MG/ML, Forma Farmacêutica:Xarope"
https://pncp.gov.br/api/pncp/v1/orgaos/76208826000102/compras/2022/5/itens,2,14456,ACEBROFILINA 5MG/ML XAROPE INFANTIL FRASCO 120ML,FR,"PDM: 14456 - Acebrofilina, Concentração:5 MG/ML, Forma Farmaceutica:Xarope",448838.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18401059000157/compras/2024/43/itens,2,2405,AMISSULPRIDA 200 MG,Comprimido,"PDM: 2405 - Amissulprida, Concentração:200 MG",401321.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/11055682000156/compras/2023/279/itens,3,1289,"BOLSA PRESSURIZADORA PARA INFUSÃO DE LÍQUIDOS (SANGUE E SORO), SOB PRESSÃO CONSTANTE, CONFECCIONADA EM MATERIAL SINTÉTICO, IMPERMEÁVEL, RESISTENTE E DURÁVEL. POSSUIR ALÇA DE FIXAÇÃO AO FRASCO E AO SUPORTE DE SORO. TUBO DE BORRACHA E VÁLVULA DE PRESSÃO RESISTENTE, PARA ACOMODAÇÃO DE FRASCOS DE 500ML, QUE CONTENHA PERA E INDICADOR DE PRESSÃO. CONTER REGISTRO NA ANVISA.",UNIDADE (UN),,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/4250/itens,6,19417,"OBINUTUZUMABE, SOLUCAO PARA DILUICAO PARA INFUSAO, FRASCO AMPOLA 40ML, 1000MG, UNIDADE 1.0 FRASCO / AMPOLA",UNIDADE 1.0 FRASCO / AMPOLA,"PDM: 19417 - Obinutuzumabe, Concentração:25 MG/ML, Forma Farmacêutica:Solução Injetável",436546.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/12008540000109/compras/2023/50/itens,1,17910,TESTE DO HIDROGENIO EXPIRADO (LACTOSE/FRUTOSE/SORBITOL),UN,,,Item não consta no CATMAT,
https://pncp.gov.br/api/pncp/v1/orgaos/46223699000150/compras/2024/2328/itens,1,15279,PROGESTERONA,CX,,,Dosagem não especificada,
https://pncp.gov.br/api/pncp/v1/orgaos/79373767000116/compras/2024/53/itens,1345206,2259,"ALCOOL ETILICO HIDRATADO EM GEL, TRANSPARENTE, INODORO, PARA ASSEPSIA DAS MAOS COM AGENTE UMECTANTEE SECAGEM RAPIDA, EMBALAGEM TIPO REFIL, CONTENDO 5 LITROS, COM REGISTRO DO RESPONSAVEL QUIMICO E REGISTRO NO INMETRO",GALAO,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Gel",269943.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18008870000172/compras/2024/165/itens,2,5400,"MEDALHAS  300 unidades de medalhas em metal-zinco com banho metálico na cor prata, bordas com ramo em baixo relevo, personalizadas com a logo resinada, fitas sublimada com logos e inscrições da Secretaria Municipal de Esporte e Lazer com 82 cm impressão frente e verso sem limite de cores. (arte a enviar) Altura: 6.50 cm Largura: 6.00 cm Comprimento: 45.00 cm Peso: 30 g",UN,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/01611538000103/compras/2024/900/itens,10,2259,Alcool 70    Etilico Hidratado 70 INPM. Desinfetante e Anti septico Hospitalar. Registro na ANVISA.,Litro,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Líquido",269941.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/75476556000158/compras/2024/122/itens,9,2436,"AMOXICILINA, PRINCÍPIO ATIVO: ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG COMPRIMIDO - CÓDIGO BR: 0271217",UNIDADE,"PDM: 2436 - Amoxicilina, Princípio Ativo:Associada Com Clavulanato De Potássio, Concentração:500mg + 125mg",271217.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/10572048000209/compras/2024/170/itens,2,6223,"(3401502) - ISOSSORBIDA, MONONITRATO - CONCENTRACAO/DOSAGEM 20 MG,FORMA FARMACEUTICA CAPSULA OU COMPRIMIDO,VIA DE ADMINISTRACAO ORAL",COMP,"PDM: 6223 - Isossorbida, Princípio Ativo:Sal Mononitrato, Dosagem:20 MG",273400.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18239590000175/compras/2023/15/itens,4,1289,SORO GLICOSADO 5% - 500ML SISTEMA FECHADO,UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/09332615000190/compras/2024/121/itens,5,1824,ACETILCISTEÍNA 40MG/ML XAROPE 120ML ATENÇÃO BASICA/ HOSPITALAR,UN,"PDM: 1824 - Acetilcisteína, Concentraçao:40 MG/ML, Forma Farmaceutica:Xarope",355786.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/76958966000106/compras/2023/1/itens,3,10242,"OXCARBAZEPINA, DOSAGEM:300 MG. COMPRIMIDO. BR0273257",COMPRIMIDO (CMP),"PDM: 10242 - Oxcarbazepina, Dosagem:300 MG",273257.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/27167410000188/compras/2024/102/itens,10,5400,"Lote 1 - PERFIL BATENTE PARA PORTA DE DIVISORIA COM 86 CM NA COR BRANCO Fabricados em aco liga, zincado tipo B (massa de zinco depositada nas duas faces) 260g/m2, conforme NBR 7008 e ABNT. Perfis de aco perfilados, pintados em epoxi a po por eletrodeposicao. Cor Branco.",Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/88860366000181/compras/2024/42/itens,6,17708,DIPIRONA SODICA 500MG ML AMP 2ML,AMPOLAS,"PDM: 17708 - Dipirona Sódica, Dosagem:50 MG/ML, Apresentação:Solução Oral",267206.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18008193000192/compras/2024/12/itens,5,2259,"ALCOOL LÍQUIDO ETÍLICO 96º 1 LITRO - ACONDICIONADO EM FRASCO DE 1 LITRO, ÁLCOOL ETÍLICO PARA LIMPEZA COM TEOR ALCOÓLICO ENTRE 95,1 A 96 GL, VOL/VOL OU 92,6 A 93,8 INPM P/P A 15 GRAUS CENTIGRADOS, COMPOSTO DE ÁLCOOL ETÍLICO, BENZOATO DE DENATÔNIO E ÁGUA, SOLUBILIDADE EM ÁGUA, COR INCOLOR, AROMA CARACTERÍSTICO, COM SELO DO INMETRO, COM DADOS DE IDENTIFICAÇÃO DO PRODUTO, MARCA DO FABRICANTE, QUÍMICO RESPONSÁVEL, INDICAÇÕES E PRECAUÇÕES DE USO, COMPOSIÇÃO, INFORMAÇÃO E DATA DE FABRICAÇÃO. VALIDADE MÍNIMA DE 12 MESES, CONTADOS DA DATA DO RECEBIMENTO DEFINITIVO. EMBALADO CAIXA FECHADA COM 12 UNIDADES DE 1 LITRO CADA.",Caixa,"PDM: 2259 - Álcool Etílico, Teor Alcoólico:Absoluto, Mínimo De 95%, Forma Farmacêutica:Solução Injetável",445578.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/19769660000160/compras/2024/27/itens,2,12357,SULFATO FERROSO 125MG/ML (25MG/ML DE FERRO ELEMENTAR) SOLUÇÃO ORAL,UNIDADE,"PDM: 12357 - Sulfato Ferroso, Dosagem Ferro:25mg/Ml De Ferro Ii, Forma Farmacêutica:Solução Oral-Gotas",292345.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46523015000135/compras/2023/177/itens,2,363,ACICLOVIR 250MG (50MG/ML) - FRASCO-AMPOLA COM 5ML,FR-AMP,"PDM: 363 - Aciclovir, Dosagem:250 MG, Uso:Injetável",268374.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/00944673000108/compras/2024/20/itens,2,6382,"CLORIDRATO DE DOPAMINA 5MG/ML 10 ML, A EMBALAGEM DEVERÁ CONTER IDENTIFICAÇÃO, DATA DE FABRICAÇÃO, DATA DE VALIDADE, NÚMERO DE LOTE E REGISTRO NO MINISTÉRIO DA SAÚDE",UNI,"PDM: 6382 - Dopamina, Dosagem:5 Mg/Ml, Apresentação:Solução Injetável",268960.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/01612525000140/compras/2024/52/itens,4549599,8164,"DECANOATO DE HALOPERIDOL 70,52MG/ML",AMPOLA,,,Dosagem não especificada,
https://pncp.gov.br/api/pncp/v1/orgaos/17695032000151/compras/2024/2/itens,2,30049,"Dieta Enteral Líquida com Fibra: Água, maltodextrina, proteína isolada de soja, óleo de canola, triglicerídeos de cadeia média, fibra de soja, goma guar parcialmente hidrolisada, citrato de potássio, fosfato tricálcico, inulina, citrato de sódio, bitartarato de colina, cloreto de potássio, óxido de magnésio, cloreto de magnésio, vitamina C, vitamina E, sulfato ferroso, sulfato de zinco, niacinamida, vitamina A, vitamina K, vitamina D, sulfato de manganês, pantotenato de cálcio, gluconato de cobre, biotina, vitamina B1, vitamina B6, iodeto de potássio, vitamina B2, selenito de sódio, ácido fólico, vitamina B12, cloreto de cromo, molibdato de sódio, antiespumante mono e diglicerídeos de ácidos graxos e polidimetilsiloxano, emulsificante lecitina de soja, aromatizante, estabilizante carragena e corante natural urucum. ALÉRGICOS: CONTÉM SOJA E DERIVADOS. NÃO CONTÉM GLÚTEN. Embalagem Tetra Pak",Unidade,,,Item não consta no CATMAT,
https://pncp.gov.br/api/pncp/v1/orgaos/11607006000148/compras/2024/28/itens,1,1249,"APARELHO CONJUGADO DE ULTRA-SOM PIEZOELÉTRICO E JATO DE BICARBONATO DE SÓDIO PARA PROFILAXIA DO CÁLCULO E DO BIOFILME NÃO MINERALIZADO COM AS SEGUINTES CARACTERÍSTICAS:

-  CORPO COM DIMENSÕES REDUZIDAS, LEVE E DE FÁCIL POSICIONAMENTO PARA O TRABALHO;

-  CONFECCIONADO EM POLIESTIRENO DE ALTO IMPACTO COM ESPESSURA DE 3 MM, COM PLÁSTICO INJETADO, OFERECE ALTA RESISTÊNCIA ESTRUTURAL E À OXIDAÇÃO; 

- PEÇAS METÁLICAS COM PINTURA LISA COM TINTA À BASE DE EPÓXI PERMITE FÁCIL DESINFECÇÃO, SEM QUE OS PRODUTOS ALTEREM A PINTURA DO APARELHO;

- INTERNAMENTE ALOJAM-SE A UNIDADE GERADORA DE ULTRA-SOM, FILTRO DE AR, VÁLVULA DUPLA PNEUMÁTICA, RESERVATÓRIO DE BICARBONATO DE SÓDIO, BOMBA PERISTÁLTICA, SISTEMA DE AR COMPRIMIDO; 

-  EXTERNAMENTE PAINEL CONTENDO LED INDICA QUE O APARELHO ESTÁ ENERGIZADO; CHAVE SELETORA DO ULTRA-SOM OU JATO DE BICARBONATO; 

- CHAVE SELETORA DE POTÊNCIA DO ULTRA-SOM REGULÁVEL EM SETE ESTÁGIOS PERMITE MAIS OU MENOS POTÊNCIA, DEPENDENDO DA MASSA DO CÁLCULO E DE SUA DENSIDADE E OFERECE MAIOR CONFORTO AO PACIENTE DURANTE A REMOÇÃO E CHAVE DE REGULAGEM EM TRÊS NÍVEIS DO VOLUME DO FLUXO IRRIGANTE DO LÍQUIDO DA BOMBA PERISTÁLTICA;

- CIRCUITO ELETRÔNICO COM ESTABILIZADOR DE FREQÜÊNCIA NÃO PERMITE QUE AS OSCILAÇÕES COMUNS DA REDE ELÉTRICA INTERFIRAM NO PADRÃO DE VIBRAÇÃO ULTRA-SÔNICA DO EQUIPAMENTO;

- PEÇA DE MÃO DO ULTRA-SOM LEVE E DE FORMATO ANATÔMICO, DE FÁCIL EMPUNHADURA, PERMITE PRECISÃO NO TRABALHO DE RASPAGEM E MELHOR SENSIBILIDADE TÁTIL PARA COMPLETA REMOÇÃO DO CÁLCULO, POIS NÃO É A FORÇA APLICADA QUE FARÁ A REMOÇÃO, MAS A VIBRAÇÃO ULTRA-SÔNICA APLICADA AO DENTE;

- TRANSDUTOR CERÂMICO PIEZOELÉTRICO COM QUATRO PASTILHAS DE CERÂMICAS MONTADAS INTERMITENTES UMA A OUTRA, QUE TRABALHAM SOB ALTÍSSIMA PRESSÃO, GERANDO VIBRAÇÕES ULTRA-SÔNICAS DE 30 KHZ ± 5 COM A MESMA AMPLITUDE E FREQÜÊNCIA. 

- DUAS CAPAS PROTETORAS DO TRANSDUTOR, RÍGIDAS, REMOVÍVEIS E ESTERILIZÁVEIS EM AUTOCLAVE ATÉ 134ºC;

- PONTA ATIVA DO INSTRUMENTO COM MOVIMENTO LINEAR ANTERO POSTERIOR LONGITUDINAL AO CABO COM AMPLITUDE VARIÁVEL,...",UNIDADE (UN),,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2023/723/itens,3,8291,Azul brilhante g,"Frasco 1,00 ML",,,Dosagem não especificada,não especifica a dosagem
https://pncp.gov.br/api/pncp/v1/orgaos/46223723000150/compras/2024/20/itens,5,2036,"ÁCIDO VALPRÓICO, VALPROATO DE SÓDIO 500 MG",Comprimido,"PDM: 2036 - Ácido Valpróico, Dosagem:500 MG",267505.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/22678874000135/compras/2023/325/itens,3,7351,FENITOINA SODICA 50 MG ML SOLUCAO INJETAVEL EV,AMPOLA,"PDM: 7351 - Fenitoína Sódica, Dosagem:50 MG/ML, Apresentação:Solução Injetável",267107.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/150/itens,7,1289,"(ID-119805) COLESTEROL TOTAL, Reagente para determinacao quantitativa de Colesterol Total em amostra biologica de soro ou plasma humano, aplicacao manual e automatica; Metodologia: Colorimetrico; Unidade de Fornecimento: 2 (dois) frascos com 100ml.",kit,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/46522967000134/compras/2022/19/itens,10,9712,"Metronidazol 100mg/g geleia vaginal  com 55g de geleia, acompanhada de 10 aplicadores",Ampola,"PDM: 9712 - Metronidazol, Concentraçao:100 MG/G, Forma Farmaceutica:Gel Vaginal, Característica Adicional:Com Aplicador",372335.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18026013000103/compras/2024/50/itens,3,17897,DOBESILATO DE CALCIO 500MG,Crp,"PDM: 17897 - Dobesilato De Cálcio, Concentração:500 MG",434714.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18449132000160/compras/2024/47/itens,4143732,17958,PAPAÍNA 10%    FÓRMULA MANIPULADA CONCENTRADA GEL 10% 50G,PE,"PDM: 17958 - Papaína, Concentraçao:10%, Forma Farmaceutica:Gel, Caracteristica Adicional:Formulação Especialmente Manipulada",390680.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/17955386000198/compras/2024/15/itens,1,9590,Antibacteriano de longa ação Frasco: 25ml – Fórmula: Ceftiofur   Meloxicam – Tipo Acura Max ou de qualidade similar ou superior.,UN,,,Dosagem não especificada,
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/132/itens,6,365,"BENZILPENICILINA,  benzatina, 600.000 ui,",FRASCO AMPOLA,"PDM: 365 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:600.000ui, Uso:Injetável",270613.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/11166368000140/compras/2022/66/itens,6,14594,NITAZOXANIDA 500MG C/ 6 COMP,UN,"PDM: 14594 - Nitazoxanida, Concentração:500 MG",368612.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46634168000150/compras/2023/191/itens,1,1289,"MACA HOSPITALAR.Especificação Técnica: Dimensões Aproximadas: Altura 0,85 x Largura 0,70 x Profundidade 180, Tolerância  - 10 mm. Composição: Estrutura em tubos de aço sae 1010 Ø 1 ¼"". Estrutura superior em chapa de aço sae 1010. Leito com espuma de densidade 33 e espessura 50 mm aproximadamente, revestido em courvim de alta qualidade, com compensado na parte inferior, preso ao cavalete. Cabeceira regulável (03 posições) por sistema de cremalheiras com protetor anti-impactos laterais e frontais em PVC, com espuma revestido em courvim, com compensado na parte inferior. Grades laterais articuláveis (sistema basculante) fabricadas em tubos de aço.  Suporte de soro em aço inox com 4 ganchos. Suporte para oxigênio na parte inferior. Batentes laterais emborrachados. 4 rodízios Ø 125 mm sendo dois com travas e dois sem travas. Acabamento através de pintura eletrostática pó. Capacidade 100KG.",UN,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/76179829000165/compras/2024/160/itens,4,1276,AGENTE ANTISSÉPTICO DE AÇÃO PROLONGADA PARA USO ENDODÔNTICO A BASE DE IODOFÓRMIO 10 GRAMAS,UNIDADE,"PDM: 1276 - Iodofórmio, Composição:Em Éter Etílico, Concentração:2%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Formulação Especialmente Manipulada",428147.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46341038000129/compras/2023/608/itens,2,19677,"RIBOCICLIBE, succinato, 200mg, comprimido revestido",COM,"PDM: 19677 - Ribociclibe, Composição:Succinato, Concentração:200 MG",457888.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/01034882000179/compras/2024/2/itens,2,2259,"Álcool etílico líquido hidratado 96 % com ação antisséptica, com eliminação de 99,9% das

bactérias, 1000ml, 12 x 1",Cx,,,Alguma outra característica não específicada,forma farmaceutica injetável não descrita na descrição do item
https://pncp.gov.br/api/pncp/v1/orgaos/00136858000188/compras/2024/118/itens,4,9699,Aceponato de metilprednisolona 1 mg/g creme dermatológico 15g,BISNAGA,"PDM: 9699 - Metilprednisolona, Princípio Ativo:Sal Aceponato, Dosagem:1 MG/G, Apresentação:Creme",271604.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08993909000108/compras/2024/18/itens,5,5061,"Maltodextrina, óleos vegetais (Palma, Canola, Coco, Girassol), Mortierella alpina, caseinato, citrato de sódio, citrato de potássio, fosfato de cálcio, cloreto de potássio, Cloreto de magnésio, hidrogeno fosfato de potássio, carbonato de cálcio, óleo de peixe, cisteina, cloreto de colina, vitamina C, taurina, triptofano, inositol, sulfato ferroso, vitamina E, sulfato de zinco, uridina, citidina, carnitina, adenosina, inosina, niacina, d-pantotenato de cálcio, guanosina, biotina, vitamina A, sulfato de cobre, ácido fólico, sulfato de manganês, Vitamina B2, Vitamina B12, Vitamina B1, Vitamina D, Vitamina B6; iodeto de potássio, vitamina K, selenito de sódio, emulsificante lecitina de soja.NÃO CONTÉM GLÚTEN MARCA APTAMIL PRO EXPERT SL 800g",Lata,,,Em dúvida,pdm não responde a descrição do item
https://pncp.gov.br/api/pncp/v1/orgaos/46694139000183/compras/2023/656/itens,10,14552,"RIVASTIGMINA 18MG (9,5MG/24H) ADESIVO TRANSDÉRMICO 10CM2",adesivo,"PDM: 14552 - Rivastigmina, Concentração:18 Mg Equivalente A 9,5 Mg/Dia, Forma Farmaceutica:Adesivo Transdérmico",362058.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/76208487000164/compras/2024/123/itens,6,3167,"AZITROMICINA 500MG, PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL",FRAS/AMP,"PDM: 3167 - Azitromicina, Dosagem:500 MG, Apresentação:Pó Liofilizado Para Solução Injetável",268952.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/11168270000122/compras/2024/12/itens,6,349,AMPICILINA SÓDICA 1GR INJETÁVEL FRASCO-AMPOLA C/ DILUENTE,FR,"PDM: 349 - Ampicilina, Dosagem:1 G, Tipo Uso:Injetável",268207.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/13817804000120/compras/2024/29/itens,3,2259,"ÁLCOOL ETÍLICO HIDRATADO EM GEL 70% INPM - EM FRASCOS PLÁSTICOS (POLIETILENO DE ALTA DENSIDADE) EM CAIXAS DE PAPELÃO COM 12 UNIDADES DE 500 GRAMAS CADA, TIPO NEUTRO COM


ODOR SUAVE E INCOLOR.",CAIXA,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Gel",269943.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/87958625000149/compras/2024/112/itens,3,18983,SITAGLIPTINA 50MG (FOSFATO).,cp,"PDM: 18983 - Sitagliptina, Composição:Sal Fosfato, Concentração:50 MG",331388.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/06290858000114/compras/2024/13/itens,3,19584,"(5085780) - PROBIOTICO - CAES E GATOS,COMPOSTO DE BIFIDOBACTERIUM BIFIDUM, ENTEROCOCCUS FAECIUM, LACTOBACILLUS ACIDOPHILUS, LACTOBACILLUS PLANTARUM, SACCHAROMYCES CEREVISIA,PASTA ORAL",BNG,,,Em dúvida,não descreve dosagem / medicamento animal
https://pncp.gov.br/api/pncp/v1/orgaos/88811922000120/compras/2024/81/itens,7,11917,"BR0294887 SALBUTAMOL, 100 MCG/DOSE, AEROSOL ORAL  FRASCO 200 DOSES;",FRASCO (FRASCO),"PDM: 11917 - Salbutamol, Dosagem:100mcg/Dose, Forma Farmacêutica:Aerosol Oral",294887.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18245167000188/compras/2024/115/itens,1,16352,"RUFINAMIDA 200MG - CX C/ 60 CPD.  (RF)


<p>RUFINAMIDA 200MG - CX C/ 60 CPD. &nbsp;(RF)&nbsp;</p>",CAIXA (CX),"PDM: 16352 - Rufinamida, Concentração:200 MG",418667.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46634168000150/compras/2022/63/itens,4,5200,"LEVOMEPROMAZINA, MALEATO 25 MG - Portaria 344/98",COMPRIMIDO,"PDM: 5200 - Levomepromazina, Dosagem:25 MG",268128.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/22678874000135/compras/2024/56/itens,6,14707,GENTAMICINA SULFATO 40 MG ML,AMPOLA,"PDM: 14707 - Gentamicina, Dosagem:40 MG/ML, Aplicação:Solução Injetável",268256.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2023/430/itens,9,17994,Galantamina,Cápsula,,,Dosagem não especificada,não especifica a dosagem
https://pncp.gov.br/api/pncp/v1/orgaos/88830609000139/compras/2023/126/itens,6,2563,"HIDROGEL:
a) uso em feridas;
b) composição básica: alginato de cálcio e sódio e carboximetilcelulose sódica, em excipiente aquoso, transparente e viscoso, com capacidade de hidratar feridas secas e promover o desbridamento dos tecidos necrosados;
c) ter viscosidade que permita a distribuição homogênea e controlada do produto sobre a lesão;
d) apresentação: embalagens com, no máximo, 85 g.",GRAMA,,,Em dúvida,descrição CATMAT (suspensao oral) não bate com a descrição do produto (gel/creme)
https://pncp.gov.br/api/pncp/v1/orgaos/76978881000181/compras/2024/78/itens,1430851,4677,"Carvedilol 6,25. Comprimido  Carvedilol 6,25. Comprimido",UNID,"PDM: 4677 - Carvedilol, Dosagem:6,25 MG",267565.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/42498600000171/compras/2024/4969/itens,3,17357,"GRUPO FARMACOLOGICO: ANTISSEPTICOS , PRINCIPIO ATIVO: CLOREXIDINA DIGLUCONATO, FORMA FARMACEUTICA: SOLUCAO AQUOSA, CONCENTRACAO / DOSAGEM: 0,2, UNIDADE: %, VOLUME: 100 ML, APRESENTACAO: FRASCO, ACESSORIO: ALMOTOLIA, FORMA FORNECIMENTO: UNIDADE",UN,"PDM: 17357 - Clorexidina Digluconato, Dosagem:0,2%, Aplicação:Solução Tópica",269881.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/47615394000156/compras/2023/3/itens,9,17708,"DIPIRONA SODICA, 1 G.  (CRON1763)",Comprimido,"PDM: 17708 - Dipirona Sódica, Concentração:1 G",410023.0,Sim,
